,area_type,availability,location,size_bhk,total_sqft,bath,price
368,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1921.0,4.0,129.0
369,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1920.0,4.0,121.0
370,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1935.0,4.0,125.0
371,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1852.0,4.0,122.0
372,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1950.0,4.0,120.0
373,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1852.0,3.0,125.0
374,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1850.0,4.0,121.0
375,Super built-up  Area,Ready To Move,Ambedkar Nagar,2,1425.0,2.0,94.0
376,Built-up  Area,Ready To Move,Ambedkar Nagar,3,2395.0,4.0,150.0
377,Super built-up  Area,Ready To Move,Amruthahalli,2,900.0,2.0,40.0
378,Super built-up  Area,Ready To Move,Amruthahalli,2,1200.0,2.0,55.0
379,Built-up  Area,Ready To Move,Amruthahalli,3,1900.0,3.0,135.0
380,Built-up  Area,Ready To Move,Amruthahalli,2,924.0,2.0,45.0
381,Carpet  Area,Ready To Move,Amruthahalli,2,900.0,2.0,60.0
382,Built-up  Area,Ready To Move,Amruthahalli,2,1100.0,2.0,45.0
383,Super built-up  Area,Ready To Move,Amruthahalli,2,1200.0,2.0,55.0
387,Super built-up  Area,Ready To Move,Amruthahalli,3,1450.0,2.0,85.0
388,Super built-up  Area,Ready To Move,Amruthahalli,2,1200.0,2.0,55.0
389,Super built-up  Area,Ready To Move,Amruthahalli,2,1250.0,2.0,79.0
390,Super built-up  Area,Ready To Move,Amruthahalli,2,1190.0,2.0,50.0
391,Super built-up  Area,Ready To Move,Amruthahalli,2,1202.0,2.0,65.0
392,Super built-up  Area,Ready To Move,Amruthahalli,2,1340.0,2.0,75.0
393,Super built-up  Area,Ready To Move,Amruthahalli,3,2650.0,4.0,175.0
394,Built-up  Area,Ready To Move,Amruthahalli,3,1450.0,2.0,90.0
395,Super built-up  Area,Ready To Move,Amruthahalli,2,1025.0,2.0,42.0
396,Built-up  Area,Ready To Move,Amruthahalli,1,485.0,1.0,19.5
397,Super built-up  Area,At available date,Anandapura,2,1167.0,2.0,43.76
398,Plot  Area,At available date,Anandapura,2,1000.0,2.0,55.0
399,Super built-up  Area,At available date,Anandapura,2,1141.0,2.0,42.79
401,Plot  Area,Ready To Move,Anandapura,2,1200.0,2.0,67.0
402,Plot  Area,Ready To Move,Anandapura,2,1200.0,2.0,58.0
403,Super built-up  Area,Ready To Move,Anandapura,2,1151.0,2.0,43.1
404,Super built-up  Area,Ready To Move,Anandapura,2,1141.0,2.0,42.75
405,Plot  Area,Ready To Move,Anandapura,2,900.0,2.0,48.0
406,Plot  Area,Ready To Move,Anandapura,4,1749.0,4.0,90.0
407,Super built-up  Area,Ready To Move,Anandapura,2,1151.0,2.0,42.9
409,Built-up  Area,Ready To Move,Anandapura,2,1250.0,2.0,45.0
410,Super built-up  Area,At available date,Anandapura,2,1151.0,2.0,43.16
411,Built-up  Area,Ready To Move,Anandapura,2,1200.0,2.0,58.0
412,Plot  Area,Ready To Move,Anandapura,3,1200.0,2.0,66.0
413,Plot  Area,Ready To Move,Anandapura,3,1415.0,2.0,74.0
414,Super built-up  Area,Ready To Move,Anandapura,2,1200.0,2.0,50.0
415,Super built-up  Area,Ready To Move,Anandapura,2,1141.0,2.0,50.0
417,Super built-up  Area,At available date,Ananth Nagar,1,500.0,1.0,14.0
418,Super built-up  Area,Ready To Move,Ananth Nagar,2,1100.0,2.0,31.5
419,Super built-up  Area,At available date,Ananth Nagar,2,982.0,2.0,24.55
420,Super built-up  Area,At available date,Ananth Nagar,1,500.0,2.0,14.0
421,Super built-up  Area,At available date,Ananth Nagar,2,900.0,2.0,22.5
422,Super built-up  Area,Ready To Move,Ananth Nagar,2,908.0,2.0,26.0
423,Super built-up  Area,Ready To Move,Ananth Nagar,2,937.0,2.0,35.0
424,Built-up  Area,Ready To Move,Ananth Nagar,2,960.0,2.0,37.0
425,Super built-up  Area,At available date,Ananth Nagar,1,500.0,1.0,14.0
426,Super built-up  Area,At available date,Ananth Nagar,2,1000.0,2.0,29.7
427,Built-up  Area,Ready To Move,Ananth Nagar,2,850.0,2.0,25.99
428,Super built-up  Area,Ready To Move,Ananth Nagar,2,902.0,2.0,25.26
429,Built-up  Area,Ready To Move,Ananth Nagar,3,1470.0,3.0,54.0
430,Built-up  Area,Ready To Move,Ananth Nagar,2,810.0,2.0,25.5
431,Super built-up  Area,Ready To Move,Ananth Nagar,2,890.0,2.0,27.0
432,Super built-up  Area,At available date,Ananth Nagar,2,1200.0,2.0,36.0
434,Super built-up  Area,Ready To Move,Ananth Nagar,3,1319.0,3.0,42.0
435,Super built-up  Area,At available date,Ananth Nagar,2,1000.0,2.0,25.0
436,Super built-up  Area,Ready To Move,Ananth Nagar,2,902.0,2.0,25.0
437,Super built-up  Area,Ready To Move,Ananth Nagar,2,930.0,2.0,25.99
438,Super built-up  Area,At available date,Ananth Nagar,2,1074.0,2.0,26.85
439,Super built-up  Area,At available date,Ananth Nagar,1,500.0,1.0,14.0
440,Super built-up  Area,Ready To Move,Ananth Nagar,2,1010.0,2.0,38.0
441,Super built-up  Area,At available date,Ananth Nagar,2,992.0,2.0,24.8
443,Super built-up  Area,Ready To Move,Anekal,2,656.0,2.0,22.0
444,Super built-up  Area,Ready To Move,Anekal,2,620.0,2.0,22.0
445,Super built-up  Area,Ready To Move,Anekal,1,600.0,1.0,16.5
446,Super built-up  Area,Ready To Move,Anekal,2,925.0,2.0,40.0
447,Super built-up  Area,At available date,Anekal,1,530.0,1.0,18.0
448,Plot  Area,Ready To Move,Anekal,3,1800.0,3.0,68.0
450,Built-up  Area,Ready To Move,Anekal,1,351.0,1.0,16.0
451,Super built-up  Area,Ready To Move,Anekal,2,1035.0,2.0,38.3
452,Super built-up  Area,Ready To Move,Anekal,2,888.0,2.0,34.0
456,Super built-up  Area,Ready To Move,Anekal,2,766.0,2.0,28.0
457,Built-up  Area,Ready To Move,Anekal,3,967.0,2.0,45.0
458,Built-up  Area,Ready To Move,Anekal,2,620.0,1.0,23.5
459,Super built-up  Area,Ready To Move,Anekal,3,1150.0,3.0,45.0
462,Built-up  Area,Ready To Move,Anekal,1,400.0,1.0,11.5
463,Super built-up  Area,Ready To Move,Anekal,1,456.0,1.0,15.0
466,Plot  Area,Ready To Move,Anekal,3,2400.0,4.0,95.0
470,Built-up  Area,Ready To Move,Anekal,1,420.0,1.0,12.5
471,Super built-up  Area,Ready To Move,Anekal,2,614.0,1.0,28.0
472,Super built-up  Area,At available date,Anekal,2,1140.0,2.0,52.0
473,Super built-up  Area,At available date,Anekal,2,625.0,1.0,25.0
474,Built-up  Area,Ready To Move,Anjanapura,4,1850.0,4.0,86.0
475,Super built-up  Area,At available date,Anjanapura,2,1070.0,2.0,39.0
476,Plot  Area,At available date,Anjanapura,3,1500.0,3.0,121.0
477,Super built-up  Area,At available date,Anjanapura,2,1070.0,2.0,37.0
478,Super built-up  Area,Ready To Move,Anjanapura,2,950.0,2.0,40.0
479,Built-up  Area,Ready To Move,Anjanapura,3,1280.0,2.0,45.0
480,Super built-up  Area,Ready To Move,Anjanapura,2,710.0,2.0,25.0
482,Built-up  Area,Ready To Move,Anjanapura,2,950.0,2.0,32.0
483,Super built-up  Area,Ready To Move,Anjanapura,4,1800.0,4.0,55.0
484,Super built-up  Area,Ready To Move,Anjanapura,3,1843.0,3.0,87.54
485,Super built-up  Area,At available date,Anjanapura,2,1076.0,2.0,30.13
486,Built-up  Area,Ready To Move,Anjanapura,2,950.0,2.0,30.0
487,Super built-up  Area,Ready To Move,Ardendale,3,1750.0,3.0,100.0
488,Built-up  Area,Ready To Move,Ardendale,4,3198.0,4.0,200.0
489,Super built-up  Area,Ready To Move,Ardendale,4,2422.0,4.0,160.0
490,Super built-up  Area,Ready To Move,Ardendale,3,1750.0,3.0,100.0
491,Plot  Area,Ready To Move,Ardendale,4,3200.0,4.0,205.0
492,Super built-up  Area,Ready To Move,Ardendale,3,1728.0,3.0,95.0
493,Super built-up  Area,Ready To Move,Ardendale,4,2062.0,3.0,140.0
494,Super built-up  Area,Ready To Move,Ardendale,3,1732.46,3.0,92.0
495,Super built-up  Area,Ready To Move,Ardendale,4,2062.0,3.0,150.0
497,Super built-up  Area,Ready To Move,Ardendale,2,1224.0,2.0,70.0
498,Super built-up  Area,Ready To Move,Ardendale,3,1777.26,3.0,105.0
499,Super built-up  Area,Ready To Move,Ardendale,3,1650.0,3.0,82.0
500,Super built-up  Area,Ready To Move,Ardendale,4,2062.0,3.0,140.0
501,Built-up  Area,Ready To Move,Ardendale,3,1650.0,3.0,82.0
502,Super built-up  Area,Ready To Move,Ardendale,2,1224.0,2.0,67.0
503,Super built-up  Area,Ready To Move,Ardendale,3,1723.0,3.0,95.0
504,Super built-up  Area,Ready To Move,Ardendale,3,1777.26,3.0,89.0
505,Super built-up  Area,Ready To Move,Ardendale,3,1777.26,3.0,92.0
506,Super built-up  Area,Ready To Move,Arekere,3,2060.0,3.0,140.0
507,Built-up  Area,Ready To Move,Arekere,2,920.0,2.0,40.0
508,Built-up  Area,Ready To Move,Arekere,3,1740.0,2.0,95.0
509,Built-up  Area,Ready To Move,Arekere,2,1190.0,2.0,55.0
510,Built-up  Area,Ready To Move,Arekere,1,600.0,1.0,28.0
511,Super built-up  Area,At available date,Arekere,3,2072.0,3.0,108.0
512,Super built-up  Area,Ready To Move,Arekere,2,1100.0,2.0,55.0
513,Super built-up  Area,Ready To Move,Arekere,2,900.0,2.0,50.0
514,Super built-up  Area,At available date,Arekere,4,2710.0,6.0,142.0
515,Super built-up  Area,Ready To Move,Arekere,2,1240.0,2.0,60.0
516,Super built-up  Area,Ready To Move,Arekere,2,900.0,2.0,44.5
517,Super built-up  Area,Ready To Move,Attibele,1,450.0,1.0,11.0
518,Built-up  Area,Ready To Move,Attibele,4,1600.0,4.0,52.8
519,Built-up  Area,Ready To Move,Attibele,2,656.0,2.0,25.0
520,Built-up  Area,Ready To Move,Attibele,1,400.0,1.0,11.0
521,Built-up  Area,Ready To Move,Attibele,1,400.0,1.0,12.0
522,Built-up  Area,Ready To Move,Attibele,1,400.0,1.0,14.0
523,Super built-up  Area,Ready To Move,Attibele,1,500.0,1.0,17.0
524,Plot  Area,Ready To Move,Attibele,4,2168.0,4.0,95.0
525,Built-up  Area,Ready To Move,Attibele,1,395.0,1.0,10.25
526,Built-up  Area,Ready To Move,Attibele,1,420.0,1.0,17.0
528,Built-up  Area,Ready To Move,Attibele,1,418.0,1.0,12.0
529,Built-up  Area,Ready To Move,Attibele,2,1200.0,2.0,42.0
530,Super built-up  Area,Ready To Move,Attibele,1,400.0,1.0,10.0
531,Super built-up  Area,Ready To Move,Attibele,2,695.0,1.0,25.0
532,Super built-up  Area,Ready To Move,Attibele,2,850.0,1.0,25.0
533,Built-up  Area,Ready To Move,Attibele,3,2400.0,3.0,120.0
534,Built-up  Area,Ready To Move,Attibele,1,450.0,1.0,12.5
538,Super built-up  Area,Ready To Move,Attibele,1,782.0,1.0,19.55
540,Super built-up  Area,Ready To Move,Attibele,2,656.0,2.0,25.0
541,Built-up  Area,Ready To Move,Attibele,1,400.0,1.0,11.5
542,Carpet  Area,Ready To Move,Attibele,1,460.0,1.0,13.0
543,Super built-up  Area,Ready To Move,Attibele,1,418.0,2.0,11.5
544,Plot  Area,At available date,Attibele,2,1000.0,2.0,42.0
545,Super built-up  Area,Ready To Move,Attibele,1,550.0,1.0,11.5
547,Built-up  Area,Ready To Move,Attibele,1,410.0,1.0,10.0
548,Plot  Area,Ready To Move,Attibele,3,1700.0,3.0,65.0
549,Super built-up  Area,Ready To Move,Attibele,1,400.0,1.0,10.25
550,Super built-up  Area,Ready To Move,Attibele,2,656.0,2.0,25.0
551,Plot  Area,Ready To Move,Attibele,3,1500.0,3.0,90.0
552,Built-up  Area,Ready To Move,Attibele,1,520.0,1.0,15.0
553,Super built-up  Area,Ready To Move,BEML Layout,2,1060.0,2.0,55.0
555,Built-up  Area,Ready To Move,BEML Layout,2,999.0,2.0,45.0
556,Plot  Area,Ready To Move,BEML Layout,5,2400.0,4.0,225.0
558,Super built-up  Area,Ready To Move,BEML Layout,2,1194.0,2.0,65.0
559,Super built-up  Area,Ready To Move,BEML Layout,2,1200.0,2.0,67.0
560,Plot  Area,Ready To Move,BEML Layout,2,2400.0,2.0,228.0
563,Super built-up  Area,Ready To Move,BEML Layout,2,1194.0,2.0,65.0
564,Plot  Area,Ready To Move,BTM 1st Stage,9,3300.0,14.0,500.0
565,Plot  Area,Ready To Move,BTM 1st Stage,1,375.0,1.0,40.0
566,Super built-up  Area,Ready To Move,BTM 1st Stage,3,1717.0,3.0,200.0
567,Plot  Area,Ready To Move,BTM 2nd Stage,3,1260.0,5.0,185.0
568,Carpet  Area,Ready To Move,BTM 2nd Stage,2,950.0,2.0,52.0
569,Built-up  Area,Ready To Move,BTM 2nd Stage,3,1850.0,3.0,170.0
570,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1200.0,2.0,80.0
571,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1274.0,2.0,70.0
573,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1070.0,2.0,48.0
574,Built-up  Area,Ready To Move,BTM 2nd Stage,2,1280.0,2.0,80.0
575,Built-up  Area,Ready To Move,BTM 2nd Stage,2,1100.0,2.0,70.0
576,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1000.0,2.0,58.0
577,Plot  Area,Ready To Move,BTM 2nd Stage,5,2990.0,5.0,416.0
578,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1265.0,2.0,55.0
579,Super built-up  Area,Ready To Move,BTM 2nd Stage,3,2200.0,3.0,220.0
580,Super built-up  Area,Ready To Move,BTM 2nd Stage,3,2780.0,4.0,325.0
581,Plot  Area,Ready To Move,BTM 2nd Stage,3,2400.0,2.0,360.0
582,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,965.0,2.0,56.0
583,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1147.0,2.0,75.0
584,Built-up  Area,Ready To Move,BTM 2nd Stage,3,1750.0,3.0,172.0
585,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1400.0,2.0,90.0
586,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1200.0,2.0,70.0
587,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,1100.0,2.0,47.0
588,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,930.0,2.0,46.0
590,Super built-up  Area,Ready To Move,BTM 2nd Stage,3,2500.0,3.0,345.0
591,Super built-up  Area,Ready To Move,BTM Layout,2,1150.0,2.0,63.0
592,Built-up  Area,Ready To Move,BTM Layout,6,3300.0,6.0,165.0
593,Built-up  Area,Ready To Move,BTM Layout,3,1450.0,2.0,81.0
594,Super built-up  Area,Ready To Move,BTM Layout,3,1776.0,2.0,75.0
595,Super built-up  Area,Ready To Move,BTM Layout,3,1458.0,3.0,79.0
596,Built-up  Area,Ready To Move,BTM Layout,2,935.0,2.0,51.5
597,Super built-up  Area,Ready To Move,BTM Layout,2,1020.0,2.0,46.5
598,Super built-up  Area,Ready To Move,BTM Layout,3,1600.0,3.0,112.0
599,Built-up  Area,Ready To Move,BTM Layout,3,1300.0,2.0,75.0
600,Built-up  Area,Ready To Move,BTM Layout,3,1540.0,2.0,78.0
601,Super built-up  Area,Ready To Move,BTM Layout,1,450.0,1.0,20.0
602,Super built-up  Area,Ready To Move,BTM Layout,2,1196.0,2.0,56.81
603,Super built-up  Area,Ready To Move,BTM Layout,3,1470.0,2.0,99.0
606,Super built-up  Area,Ready To Move,Babusapalaya,3,1611.0,2.0,66.0
608,Super built-up  Area,Ready To Move,Babusapalaya,3,1675.0,3.0,75.0
609,Super built-up  Area,Ready To Move,Babusapalaya,2,1141.0,2.0,46.0
610,Built-up  Area,Ready To Move,Babusapalaya,2,1500.0,2.0,57.0
612,Super built-up  Area,Ready To Move,Babusapalaya,2,1050.0,2.0,45.0
613,Super built-up  Area,Ready To Move,Babusapalaya,2,1141.0,2.0,45.9
615,Super built-up  Area,Ready To Move,Babusapalaya,3,1230.0,3.0,53.0
616,Built-up  Area,Ready To Move,Babusapalaya,2,1105.0,2.0,40.0
617,Super built-up  Area,Ready To Move,Babusapalaya,3,1410.0,2.0,65.0
618,Super built-up  Area,Ready To Move,Babusapalaya,2,1450.0,2.0,55.99
619,Super built-up  Area,Ready To Move,Babusapalaya,2,1100.0,2.0,38.0
621,Super built-up  Area,Ready To Move,Babusapalaya,2,1061.0,2.0,33.84
622,Super built-up  Area,At available date,Babusapalaya,2,1061.0,2.0,38.95
623,Super built-up  Area,Ready To Move,Babusapalaya,2,1061.0,2.0,34.0
624,Super built-up  Area,Ready To Move,Babusapalaya,2,1245.0,2.0,58.0
625,Super built-up  Area,At available date,Badavala Nagar,3,1494.0,2.0,94.55
626,Super built-up  Area,At available date,Badavala Nagar,2,1274.0,2.0,81.0
627,Super built-up  Area,At available date,Badavala Nagar,3,1842.0,3.0,115.0
628,Super built-up  Area,Ready To Move,Badavala Nagar,3,1494.0,2.0,94.55
629,Super built-up  Area,At available date,Badavala Nagar,2,1274.0,2.0,81.0
630,Super built-up  Area,At available date,Badavala Nagar,3,1494.0,2.0,94.55
631,Super built-up  Area,At available date,Badavala Nagar,3,1842.0,3.0,115.0
632,Super built-up  Area,At available date,Badavala Nagar,3,1842.0,3.0,115.0
633,Super built-up  Area,At available date,Badavala Nagar,3,1842.0,3.0,115.0
634,Super built-up  Area,Ready To Move,Balagere,2,1210.0,2.0,80.9
635,Super built-up  Area,Ready To Move,Balagere,2,1210.0,2.0,72.0
636,Super built-up  Area,Ready To Move,Balagere,2,1205.0,2.0,78.5
637,Super built-up  Area,At available date,Balagere,1,790.5,1.0,41.9
640,Super built-up  Area,At available date,Balagere,2,1020.07,2.0,68.38
641,Super built-up  Area,At available date,Balagere,2,1205.47,2.0,81.0
642,Super built-up  Area,At available date,Balagere,2,1007.0,2.0,65.0
644,Super built-up  Area,At available date,Balagere,2,1210.0,2.0,74.0
645,Super built-up  Area,Ready To Move,Balagere,2,1210.0,2.0,83.0
646,Built-up  Area,At available date,Balagere,1,675.0,1.0,45.0
647,Super built-up  Area,Ready To Move,Balagere,1,656.0,1.0,43.0
649,Super built-up  Area,At available date,Balagere,2,1012.0,2.0,64.0
650,Super built-up  Area,Ready To Move,Balagere,2,1007.0,2.0,62.0
651,Built-up  Area,Ready To Move,Balagere,2,1007.0,2.0,67.0
652,Super built-up  Area,Ready To Move,Balagere,2,1007.0,2.0,66.0
655,Super built-up  Area,At available date,Balagere,1,645.0,1.0,34.18
658,Super built-up  Area,At available date,Balagere,1,790.5,1.0,42.295
659,Super built-up  Area,At available date,Balagere,2,1012.0,2.0,65.0
660,Super built-up  Area,At available date,Balagere,1,656.0,1.0,38.77
661,Super built-up  Area,At available date,Balagere,1,645.0,1.0,39.0
662,Built-up  Area,At available date,Balagere,1,645.0,1.0,41.0
663,Super built-up  Area,At available date,Balagere,2,1210.0,2.0,82.0
664,Super built-up  Area,At available date,Balagere,1,656.0,1.0,34.77
665,Super built-up  Area,At available date,Balagere,2,1205.0,2.0,73.87
666,Super built-up  Area,At available date,Balagere,2,1012.0,2.0,70.0
667,Super built-up  Area,At available date,Balagere,2,1007.0,2.0,68.0
669,Super built-up  Area,Ready To Move,Balagere,2,1205.0,2.0,79.0
670,Built-up  Area,Ready To Move,Balagere,2,1012.0,2.0,68.0
672,Super built-up  Area,Ready To Move,Banashankari,2,1077.0,2.0,37.64
673,Super built-up  Area,At available date,Banashankari,3,1470.0,2.0,88.64
674,Built-up  Area,Ready To Move,Banashankari,3,1300.0,2.0,75.0
675,Super built-up  Area,Ready To Move,Banashankari,3,1800.0,3.0,115.0
676,Built-up  Area,Ready To Move,Banashankari,2,1125.0,2.0,63.0
678,Super built-up  Area,At available date,Banashankari,2,1310.0,2.0,80.0
679,Super built-up  Area,At available date,Banashankari,3,2600.0,4.0,135.0
680,Super built-up  Area,Ready To Move,Banashankari,3,1900.0,2.0,170.0
681,Super built-up  Area,Ready To Move,Banashankari,2,1260.0,2.0,75.0
682,Super built-up  Area,Ready To Move,Banashankari,2,1170.0,2.0,46.79
684,Built-up  Area,Ready To Move,Banashankari,3,1350.0,2.0,83.0
686,Super built-up  Area,Ready To Move,Banashankari,2,1330.0,2.0,78.0
687,Super built-up  Area,Ready To Move,Banashankari,3,1400.0,2.0,78.0
688,Super built-up  Area,Ready To Move,Banashankari,3,1700.0,3.0,125.0
689,Super built-up  Area,Ready To Move,Banashankari,2,1020.0,2.0,40.79
690,Super built-up  Area,Ready To Move,Banashankari,2,1600.0,2.0,63.98
691,Super built-up  Area,Ready To Move,Banashankari,2,1041.0,2.0,36.44
692,Super built-up  Area,Ready To Move,Banashankari,1,2400.0,1.0,200.0
693,Super built-up  Area,Ready To Move,Banashankari,2,1390.0,2.0,86.0
694,Super built-up  Area,Ready To Move,Banashankari,2,1460.0,2.0,70.0
695,Super built-up  Area,Ready To Move,Banashankari,2,1200.0,2.0,60.0
696,Super built-up  Area,Ready To Move,Banashankari,2,1290.0,2.0,80.0
697,Built-up  Area,Ready To Move,Banashankari,2,1186.0,2.0,65.0
698,Super built-up  Area,Ready To Move,Banashankari,3,1650.0,3.0,101.0
700,Super built-up  Area,Ready To Move,Banashankari,2,1181.0,2.0,75.0
701,Super built-up  Area,Ready To Move,Banashankari,2,1105.0,2.0,90.0
702,Super built-up  Area,Ready To Move,Banashankari,1,720.0,1.0,60.0
703,Super built-up  Area,Ready To Move,Banashankari,2,1040.0,2.0,45.0
704,Super built-up  Area,Ready To Move,Banashankari,2,1330.0,2.0,77.0
705,Super built-up  Area,Ready To Move,Banashankari,2,1200.0,2.0,49.0
706,Super built-up  Area,Ready To Move,Banashankari,2,1185.0,2.0,67.0
707,Super built-up  Area,At available date,Banashankari,2,1000.0,2.0,50.0
708,Super built-up  Area,At available date,Banashankari,3,1650.0,3.0,90.75
709,Super built-up  Area,At available date,Banashankari,3,1650.0,3.0,101.0
710,Super built-up  Area,Ready To Move,Banashankari,2,1310.0,2.0,80.43
711,Super built-up  Area,At available date,Banashankari,2,1430.0,2.0,87.8
712,Super built-up  Area,Ready To Move,Banashankari,2,1020.0,2.0,42.83
714,Built-up  Area,Ready To Move,Banashankari,3,1540.0,3.0,80.0
715,Super built-up  Area,Ready To Move,Banashankari,3,1683.0,3.0,115.0
716,Built-up  Area,Ready To Move,Banashankari,3,1800.0,3.0,125.0
717,Super built-up  Area,Ready To Move,Banashankari,2,1175.0,2.0,41.13
719,Super built-up  Area,Ready To Move,Banashankari,2,1450.0,2.0,50.75
720,Super built-up  Area,At available date,Banashankari,3,1770.0,3.0,108.0
721,Super built-up  Area,Ready To Move,Banashankari,3,1800.0,3.0,125.0
724,Super built-up  Area,At available date,Banashankari,3,1200.0,3.0,74.52
725,Super built-up  Area,Ready To Move,Banashankari,2,1100.0,2.0,63.0
726,Super built-up  Area,Ready To Move,Banashankari,2,1020.0,2.0,40.79
727,Super built-up  Area,Ready To Move,Banashankari,2,1260.0,2.0,75.0
729,Super built-up  Area,Ready To Move,Banashankari,3,1426.0,3.0,85.0
730,Super built-up  Area,Ready To Move,Banashankari Stage II,2,1700.0,2.0,150.0
731,Super built-up  Area,Ready To Move,Banashankari Stage II,3,1500.0,2.0,120.0
732,Plot  Area,Ready To Move,Banashankari Stage II,5,2400.0,3.0,510.0
733,Super built-up  Area,Ready To Move,Banashankari Stage II,3,1240.0,2.0,59.52
